platformId,timestamp_utc_,latitude_deg_,longitude_deg_,ttff_sec_,x_Sat,hdop,sst_degC_,slp_mB_,drogue_counts_,battery_volts_
300234065316880,2017-09-15 00:01:00,53.3768923,-39.5144036,58,5,4,11.37,850,60,11.6
300234065316880,2017-09-15 01:00:00,53.3766989,-39.5146848,2,6,99,11.37,850,39,11.8
300234065316880,2017-09-15 02:00:00,53.377341,-39.5166794,2,6,2,11.37,850,40,11.8
300234065316880,2017-09-15 03:00:00,53.3777156,-39.5217946,2,5,2,11.36,850,42,11.8
300234065316880,2017-09-15 04:00:00,53.3798561,-39.5269221,6,7,1,11.36,850,47,11.6
300234065316880,2017-09-15 05:00:00,53.3825192,-39.5305562,2,7,2,11.37,850,40,11.8
300234065316880,2017-09-15 06:00:00,53.3839202,-39.5303417,2,7,1,11.37,850,39,11.8
300234065316880,2017-09-15 07:00:00,53.3861686,-39.5282997,2,5,2,11.37,850,60,11.8
300234065316880,2017-09-15 08:00:00,53.3860561,-39.5250842,3,6,2,11.36,850,37,11.8
300234065316880,2017-09-15 09:00:00,53.3865969,-39.5234635,2,5,2,11.37,850,38,11.8
300234065316880,2017-09-15 10:00:00,53.3848588,-39.5232845,51,4,14,11.37,850,45,11.6
300234065316880,2017-09-15 11:03:00,53.38524,-39.5222536,209,7,2,11.38,850,46,11.6
300234065316880,2017-09-15 12:00:00,53.3856476,-39.5235038,1,5,2,11.38,850,41,11.8
300234065316880,2017-09-15 13:00:00,53.3849035,-39.5265631,2,9,1,11.4,850,35,11.8
300234065316880,2017-09-15 14:00:00,53.3850669,-39.5292352,2,6,99,11.41,850,41,11.8
300234065316880,2017-09-15 15:00:00,53.3856114,-39.5342649,3,7,1,11.44,850,39,11.8
300234065316880,2017-09-15 16:00:00,53.3883662,-39.5397874,3,7,2,11.47,850,38,11.8
300234065316880,2017-09-15 17:00:00,53.3897808,-39.5441465,2,6,1,11.48,850,36,11.8
300234065316880,2017-09-15 19:00:00,53.3935532,-39.5463123,2,6,2,11.46,850,40,11.8
300234065316880,2017-09-15 20:00:00,53.3936905,-39.5436143,5,5,2,11.42,850,46,11.6
300234065316880,2017-09-15 21:00:00,53.3927294,-39.5408621,2,6,2,11.4,850,38,11.8
300234065316880,2017-09-15 22:00:00,53.3917969,-39.5396718,3,6,3,11.39,850,36,11.6
300234065316880,2017-09-15 23:00:00,53.3897867,-39.5402518,3,4,2,11.38,850,37,11.6
300234065316880,2017-09-16 00:01:00,53.3863923,-39.5402068,76,7,1,11.38,850,60,11.6
300234065316880,2017-09-16 01:00:00,53.3857163,-39.5440201,0,6,1,11.37,850,34,11.8
300234065316880,2017-09-16 02:00:00,53.3842235,-39.5465943,0,5,1,11.38,850,41,11.8
300234065316880,2017-09-16 03:00:00,53.3826276,-39.5506927,1,7,2,11.38,850,40,11.8
300234065316880,2017-09-16 04:00:00,53.3847782,-39.5577626,5,7,1,11.38,850,47,11.6
300234065316880,2017-09-16 05:00:00,53.3856992,-39.5620634,6,8,2,11.38,850,60,11.6
300234065316880,2017-09-16 06:00:00,53.3851974,-39.56504,41,8,1,11.38,850,49,11.6
300234065316880,2017-09-16 07:00:00,53.3855195,-39.5674732,4,7,2,11.41,850,47,11.6
300234065316880,2017-09-16 08:00:00,53.3859666,-39.5682799,4,6,2,11.4,850,40,11.6
300234065316880,2017-09-16 09:00:00,53.3877925,-39.5658053,7,6,1,11.41,850,44,11.6
300234065316880,2017-09-16 10:00:00,53.3859444,-39.5645376,2,5,1,11.42,850,40,11.8
300234065316880,2017-09-16 11:00:00,53.3841283,-39.5669967,4,7,2,11.44,850,45,11.6
300234065316880,2017-09-16 12:00:00,53.3841838,-39.570707,2,6,2,11.44,850,39,11.8
300234065316880,2017-09-16 13:00:00,53.3835339,-39.5755208,4,8,1,11.48,850,46,11.6
300234065316880,2017-09-16 14:00:00,53.3850585,-39.5813158,6,8,1,11.48,850,43,11.6
300234065316880,2017-09-16 15:00:00,53.387557,-39.5844887,5,9,2,11.48,850,47,11.6
300234065316880,2017-09-16 16:00:00,53.3901185,-39.5869996,8,7,1,11.47,850,44,11.6
300234065316880,2017-09-16 17:00:00,53.3909342,-39.5893859,9,8,1,11.47,850,44,11.6
300234065316880,2017-09-16 18:00:00,53.3919569,-39.5921121,8,7,1,11.46,850,45,11.6
300234065316880,2017-09-16 19:00:00,53.3916252,-39.594489,13,6,2,11.45,850,43,11.6
300234065316880,2017-09-16 20:00:00,53.3917279,-39.595791,7,7,1,11.43,850,45,11.6
300234065316880,2017-09-16 21:00:00,53.3907364,-39.5965281,14,6,2,11.44,850,44,11.6
300234065316880,2017-09-16 22:00:00,53.3883583,-39.598782,9,6,3,11.45,850,60,11.6
300234065316880,2017-09-16 23:00:00,53.3873198,-39.6007792,6,6,1,11.43,850,43,11.6
300234065316880,2017-09-17 00:01:00,53.3863787,-39.6049748,59,7,1,11.43,850,46,11.6
300234065316880,2017-09-17 01:00:00,53.3862845,-39.6112969,2,5,2,11.45,850,37,11.8
300234065316880,2017-09-17 02:00:00,53.3897799,-39.6162665,1,4,2,11.44,850,37,11.8
300234065316880,2017-09-17 03:00:00,53.3934584,-39.617992,4,8,1,11.44,850,41,11.6
300234065316880,2017-09-17 04:01:00,53.3967925,-39.6203122,82,8,2,11.44,850,45,11.6
300234065316880,2017-09-17 05:00:00,53.4003182,-39.6219857,0,7,1,11.44,850,37,11.8
300234065316880,2017-09-17 06:00:00,53.4038586,-39.6205681,1,7,1,11.49,850,39,11.8
300234065316880,2017-09-17 07:00:00,53.4058009,-39.6166799,2,7,2,11.51,850,41,11.8
300234065316880,2017-09-17 08:00:00,53.4056615,-39.6148636,52,7,2,11.52,850,46,11.6
300234065316880,2017-09-17 09:00:00,53.4081543,-39.6124188,2,6,2,11.52,850,39,11.8
300234065316880,2017-09-17 10:00:00,53.4041918,-39.6119951,41,8,1,11.52,850,44,11.6
300234065316880,2017-09-17 11:00:00,53.4001245,-39.6155494,33,7,2,11.51,850,41,11.6
300234065316880,2017-09-17 12:00:00,53.3998837,-39.6204928,13,7,2,11.51,850,41,11.6
300234065316880,2017-09-17 13:00:00,53.3961857,-39.6285612,28,8,99,11.51,850,48,11.6
300234065316880,2017-09-17 14:00:00,53.3964156,-39.6386086,1,5,3,11.5,850,60,11.8
300234065316880,2017-09-17 15:00:00,53.396302,-39.6485052,3,7,1,11.48,850,34,11.8
300234065316880,2017-09-17 16:00:00,53.3952559,-39.6576852,28,9,1,11.49,850,44,11.6
300234065316880,2017-09-17 17:00:00,53.3950117,-39.6658199,2,8,1,11.48,850,40,11.8
300234065316880,2017-09-17 18:00:00,53.3938026,-39.6735521,4,6,2,11.5,850,37,11.8
300234065316880,2017-09-17 19:00:00,53.3917369,-39.6806361,4,7,1,11.49,850,60,11.6
300234065316880,2017-09-17 21:00:00,53.3911058,-39.6936171,19,5,8,11.54,850,46,11.6
300234065316880,2017-09-17 22:00:00,53.3933706,-39.6973118,13,8,1,11.54,850,60,11.6
300234065316880,2017-09-17 23:00:00,53.3916851,-39.6970422,3,8,1,11.54,850,42,11.6
300234065316880,2017-09-18 00:00:00,53.3902454,-39.694878,4,6,2,11.5,850,47,11.6
